epoch,action,delta_grow,delta_prune,L_before,L_after_none,hidden_sizes
2,prune,-0.0005435585975647195,0.041943520307540894,-0.8181305050849914,-0.7152657032012939,"[116, 116, 116, 116]"
4,prune,0.0035858035087585893,0.007431375980377242,-0.6152982354164124,-0.5775066018104553,"[105, 105, 105, 105]"
6,prune,-0.019153171777725242,0.004522562026977539,-0.564600145816803,-0.5168812215328217,"[95, 95, 95, 95]"
8,none,-0.0314643740653992,-0.0002398461103439442,-0.5320172816514969,-0.49598984718322753,"[95, 95, 95, 95]"
10,none,-0.01754609048366551,-0.013058379292488098,-0.5166682720184326,-0.4828233778476715,"[95, 95, 95, 95]"
12,none,-0.02128678560256958,-0.0135877907276154,-0.49113696813583374,-0.4739959746599197,"[95, 95, 95, 95]"
14,prune,-0.021578863263130188,0.016158866882324208,-0.48026521503925323,-0.47579439282417296,"[86, 86, 86, 86]"
16,prune,-0.0040423572063446045,0.005459690093994163,-0.44161036014556887,-0.45700420439243317,"[78, 78, 78, 78]"
18,none,-0.006939011812210072,-0.015458667278289817,-0.43635920584201815,-0.43346698582172394,"[78, 78, 78, 78]"
20,none,-0.008782872557640098,-0.00435580313205719,-0.44123744666576387,-0.43284091353416443,"[78, 78, 78, 78]"
22,prune,-0.005933734774589583,0.0042802751064300315,-0.45820513367652893,-0.42645294070243833,"[71, 71, 71, 71]"
24,grow,0.013190466165542591,0.007656702399253812,-0.43065471947193146,-0.42915503978729247,"[86, 71, 71, 71]"
26,prune,-0.0012593626976013517,0.0013777583837509266,-0.42523464262485505,-0.4164575070142746,"[78, 64, 64, 64]"
28,grow,0.005705830454826366,-0.005382567644119263,-0.4009434014558792,-0.4165782302618027,"[78, 64, 77, 64]"
30,none,-0.010127979516983021,-0.004643028974533059,-0.42382108271121977,-0.3969310373067856,"[78, 64, 77, 64]"
32,prune,-0.008072900772094715,0.01774319410324099,-0.4055849462747574,-0.40973323583602905,"[71, 58, 70, 58]"
34,none,-0.006719934940338124,-0.014764681458473206,-0.39373651444911956,-0.3912017345428467,"[71, 58, 70, 58]"
36,none,-0.023950490355491627,-0.009958323836326555,-0.39111930429935454,-0.3824331104755402,"[71, 58, 70, 58]"
38,prune,-0.007717624306678772,0.005003806948661815,-0.39791175723075867,-0.39532997012138366,"[64, 53, 63, 53]"
40,prune,-0.02438745796680447,0.0024232357740402444,-0.3894713521003723,-0.3806882619857788,"[58, 48, 57, 48]"
42,prune,-0.009803181886672951,0.00022578537464140735,-0.3797854632139206,-0.3813646137714386,"[53, 44, 52, 44]"
44,none,-0.003763493895530712,-0.030162867903709423,-0.4067737549543381,-0.3771027684211731,"[53, 44, 52, 44]"
46,grow,0.0035734325647354126,-0.003223654627799999,-0.3772329956293106,-0.3784471869468689,"[64, 44, 52, 44]"
48,grow,0.006313803791999861,-0.012934494018554676,-0.37879549860954287,-0.38229634761810305,"[64, 53, 52, 44]"
51,prune,-0.022559764981269825,0.003131845593452476,-0.37925130128860474,-0.3761398196220398,"[58, 48, 47, 40]"
54,prune,0.003067886829376254,0.0153320372104645,-0.37030588984489443,-0.3731313467025757,"[53, 44, 43, 36]"
57,none,-0.023240560293197654,-0.017975935339927696,-0.36082048118114474,-0.36072099208831787,"[53, 44, 43, 36]"
60,none,-0.001231831312179521,-0.002154564857482888,-0.36693472862243653,-0.36003887057304385,"[53, 44, 43, 36]"
63,prune,-0.014007794857025135,0.0005378931760788297,-0.37447991967201233,-0.37172718048095704,"[48, 40, 39, 33]"
66,prune,0.004387882351875316,0.010486653447151162,-0.3740718990564346,-0.3744711011648178,"[44, 36, 36, 30]"
69,none,-0.005636137723922741,-0.0013862580060958751,-0.3630383163690567,-0.3782583951950073,"[44, 36, 36, 30]"
73,none,-0.0004345744848251454,-0.02043285667896272,-0.36906876266002653,-0.3675139993429184,"[44, 36, 36, 30]"
77,grow,0.003023710846900951,-0.0025783658027648815,-0.3798043608665466,-0.37188571095466616,"[53, 36, 36, 30]"
81,prune,-0.00216666162014012,0.004033747315406788,-0.387226602435112,-0.37158902585506437,"[48, 33, 33, 27]"
85,grow,0.004741826653480552,0.000286778807640109,-0.35892160832881925,-0.3690854549407959,"[48, 33, 33, 33]"
90,prune,-0.005040529370307967,0.01234842240810391,-0.36066502034664155,-0.37230677008628843,"[44, 30, 30, 30]"
95,grow,0.002168980240821794,-0.019822421669960066,-0.3562351822853088,-0.3556449174880981,"[53, 30, 30, 30]"
101,grow,0.012832626700401306,0.010333141684532143,-0.362547504901886,-0.3633448362350464,"[53, 30, 36, 30]"
107,prune,0.015830215811729442,0.019750717282295216,-0.37206508219242096,-0.3789994418621063,"[48, 27, 33, 27]"
114,prune,0.0023879408836364746,0.003691408038139332,-0.36280499398708344,-0.3667491406202316,"[44, 25, 30, 25]"
121,grow,0.0032707691192627175,-0.004195615649223328,-0.34582479596138,-0.35822558104991914,"[53, 25, 30, 25]"
129,none,-0.0030400753021240234,-0.0071981489658355935,-0.3580697774887085,-0.35756514966487885,"[53, 25, 30, 25]"
138,prune,-0.0027371913194656483,0.010297217965126004,-0.3624038130044937,-0.36640391051769255,"[48, 23, 27, 23]"
148,none,-0.021832084655761697,-0.006707137823104836,-0.37305948734283445,-0.35089891850948335,"[48, 23, 27, 23]"
159,prune,0.009234362840652488,0.011477926373481773,-0.37293586432933806,-0.37844420969486237,"[44, 21, 25, 21]"
172,none,-0.006553545594215393,-0.010610616207122836,-0.3573496341705322,-0.3616428256034851,"[44, 21, 25, 21]"
187,prune,-0.017376723885536183,0.004553958773612976,-0.36331250667572024,-0.36808481216430666,"[40, 19, 23, 19]"
