epoch,action,delta_grow,delta_prune,L_before,L_after_none,hidden_sizes
2,none,-0.023546606302261353,-0.04933938980102548,-1.3675655364990233,-0.9758060872554779,"[32, 32, 32, 32]"
4,none,-0.03045881390571603,-0.035744589567184515,-0.9811372935771943,-0.7763437449932098,"[32, 32, 32, 32]"
6,none,-0.018874043226242088,-0.003963631391525224,-0.7994444370269775,-0.6905589938163758,"[32, 32, 32, 32]"
8,none,-0.02758131623268134,-0.03428464531898501,-0.6995792508125305,-0.6226731598377228,"[32, 32, 32, 32]"
10,none,-0.007245850563049272,-0.005098211765289351,-0.6388905823230744,-0.5840612351894379,"[32, 32, 32, 32]"
12,none,-0.019964987039566062,-0.01738419532775881,-0.5963655173778534,-0.557117474079132,"[32, 32, 32, 32]"
14,grow,0.03902155160903931,0.038595378398895264,-0.5736295938491821,-0.5982689976692199,"[39, 32, 32, 32]"
16,grow,0.011301913857460044,0.006996563076972939,-0.5565670490264892,-0.5396572113037109,"[39, 39, 32, 32]"
18,grow,0.015264496207237244,0.010848003625869684,-0.52861647605896,-0.5229339569807052,"[39, 39, 39, 32]"
20,none,-0.02167383432388309,-0.0065423995256424505,-0.5039697766304017,-0.4977860480546951,"[39, 39, 39, 32]"
22,none,-0.02798035740852356,-0.009761458635330178,-0.5059931576251984,-0.47749945521354675,"[39, 39, 39, 32]"
24,prune,-0.025353795289993264,0.006504675745964028,-0.4720747709274292,-0.48044179379940033,"[36, 36, 36, 29]"
26,prune,-0.012403610348701466,0.006778833270072948,-0.47927693128585813,-0.46571238040924073,"[33, 33, 33, 27]"
28,prune,0.0026756972074508667,0.012440088391304005,-0.45940984785556793,-0.46966950595378876,"[30, 30, 30, 25]"
30,prune,-0.005880120396614064,0.009655776619911183,-0.4574727892875671,-0.46704867482185364,"[27, 27, 27, 23]"
32,none,-0.010607847571373008,-0.013390874862670932,-0.46487694382667544,-0.44203689992427825,"[27, 27, 27, 23]"
34,none,-0.007849875092506398,-0.0027226597070693637,-0.45710635781288145,-0.4533744424581528,"[27, 27, 27, 23]"
36,prune,-0.004788169264793418,0.004053363204002347,-0.45045346617698667,-0.4450345069169998,"[25, 25, 25, 21]"
38,grow,0.001037395000457797,-0.021940761804580655,-0.4525980144739151,-0.44142065346241,"[30, 25, 25, 21]"
40,grow,0.011847576498985268,0.006492710113525368,-0.4432118505239487,-0.4505786746740341,"[30, 25, 25, 26]"
42,none,-0.004472601413726851,-0.028801637887954756,-0.43683024048805236,-0.43001713454723356,"[30, 25, 25, 26]"
44,prune,0.014148116111755371,0.018345487117767345,-0.42365723848342896,-0.44576732218265536,"[27, 23, 23, 24]"
46,prune,-0.014588022232055686,0.0015954256057739147,-0.424379363656044,-0.42008436322212217,"[25, 21, 21, 22]"
