epoch,action,delta_grow,delta_prune,L_before,L_after_none,hidden_sizes
2,none,-0.02196287512779227,-0.03738766312599173,-1.4055275797843934,-0.9951915144920349,"[32, 32, 32, 32]"
4,none,-0.03497239947319031,-0.013326442241668679,-0.9967986822128296,-0.840867555141449,"[32, 32, 32, 32]"
6,none,-0.014141482114791826,-0.003136420249938876,-0.8574066638946534,-0.738601553440094,"[32, 32, 32, 32]"
8,none,-0.004255193471908614,-0.04561942219734194,-0.7154232203960419,-0.6507880091667175,"[32, 32, 32, 32]"
10,prune,-0.02271797060966485,0.0025102198123931885,-0.6561081051826477,-0.6225131690502167,"[29, 29, 29, 29]"
12,grow,0.013450336456298895,-0.024740833044052057,-0.5721477210521698,-0.5679673433303833,"[35, 29, 29, 29]"
14,none,-0.04916898012161253,-0.03736069202423098,-0.5712932705879211,-0.5293652176856994,"[35, 29, 29, 29]"
16,prune,-0.00011916160583491653,0.013449800014495805,-0.5349525332450866,-0.5455482006072998,"[32, 27, 27, 27]"
18,grow,0.001504889130592324,-0.021688124537467934,-0.5421247839927673,-0.5119397342205048,"[32, 33, 27, 27]"
20,prune,-0.014698418974876337,0.009751495718956005,-0.50040023624897,-0.500057601928711,"[29, 30, 25, 25]"
22,none,-0.017815324664115895,-0.02329436540603641,-0.49352345764636996,-0.48045146763324736,"[29, 30, 25, 25]"
24,none,-0.014917778968811024,-0.015867570042610135,-0.482513427734375,-0.47460784912109377,"[29, 30, 25, 25]"
26,prune,-0.020652517676353455,0.0023176461458205844,-0.49656350910663605,-0.4666213423013687,"[27, 27, 23, 23]"
28,none,-0.018564236164092973,-0.013571357727050759,-0.45862276256084444,-0.4609916597604752,"[27, 27, 23, 23]"
30,none,-0.005394893884658802,-0.004902717471122753,-0.486319300532341,-0.456260085105896,"[27, 27, 23, 23]"
32,none,-0.014741012454032865,-0.015835720300674427,-0.454847526550293,-0.44254849553108216,"[27, 27, 23, 23]"
34,none,-0.013481533527374245,-0.019756346940994263,-0.46119700372219086,-0.4442965179681778,"[27, 27, 23, 23]"
36,prune,-0.0024109542369842862,0.002786406874656644,-0.4478802740573883,-0.4515292525291443,"[25, 25, 21, 21]"
38,grow,0.0022567063570022583,-0.013570141792297374,-0.44080649614334105,-0.44517829120159147,"[30, 25, 21, 21]"
40,prune,0.003359624743461631,0.01088804900646212,-0.43743324279785156,-0.4532158225774765,"[27, 23, 19, 19]"
42,none,-0.003618118166923534,-0.004894718527793884,-0.44455245733261106,-0.43461343348026277,"[27, 23, 19, 19]"
44,prune,0.003958070278167691,0.005402752757072415,-0.433735665678978,-0.44000654518604276,"[25, 21, 18, 18]"
46,grow,0.016854822635650635,-0.01555061638355254,-0.43840143978595736,-0.4394528865814209,"[25, 21, 22, 18]"
48,grow,0.00430684089660649,0.0021929472684860674,-0.4495209813117981,-0.435630077123642,"[30, 21, 22, 18]"
51,prune,0.002651277184486378,0.01451309919357302,-0.4389272391796112,-0.43777018785476685,"[27, 19, 20, 17]"
