Model,Parameters,Trainable Params,Best Val Acc,Best Val Brier,Test Acc,Test Brier,Hidden Sizes,Lambda Penalty,Selected checkpoint metric,Selected epoch,Selected val_total
plasticity,115542,115542,89.15,0.15981965764363606,87.53,0.1806808364868164,"[59, 59, 59, 59]",5e-07,val_total,93,0.40718673417965573
