Model,Parameters,Trainable Params,Best Val Acc,Best Val Brier,Test Acc,Test Brier,Hidden Sizes,Lambda Penalty,Selected checkpoint metric,Selected epoch,Selected val_total
plasticity,65540,65540,89.16666666666667,0.16327767372131347,87.52,0.1821239273071289,"[36, 36, 36, 36]",5e-07,val_total,121,0.38052497804164886
