epoch,train_loss_total,train_loss_nll,train_loss_kl,train_loss_penalty,train_acc,train_brier,val_loss_total,val_loss_nll,val_loss_kl,val_loss_penalty,val_acc,val_brier,param_count
1,2.097863656409243,2.0822033679231686,0.015085416489300575,0.0005749199999999997,26.066666666666666,0.8499620920817057,1.828966627518336,1.8133065799872081,0.0150850685313344,0.0005749199999999999,43.833333333333336,0.7793642069498697,57492
2,1.579071544586344,1.5634111368909795,0.015085463947121134,0.0005749199999999997,51.416666666666664,0.7041367225646973,1.3981358806292217,1.3824751178423564,0.015085865743458271,0.0005749199999999999,56.53333333333333,0.6396615651448567,57492
3,0.9018149654915992,0.8830256449415329,0.018099872791703712,0.0006894399999999998,68.51666666666667,0.42895717938741046,0.8430460194746653,0.8242563307285309,0.018100231885910034,0.0006894400000000003,70.175,0.4045241495768229,68944
4,0.7876593648119176,0.7688697500431791,0.018100168120036734,0.0006894399999999998,71.8,0.3806140734354655,0.7202896922826767,0.7015002816915512,0.01809997297823429,0.0006894400000000003,74.10833333333333,0.3512829818725586,68944
5,0.6539881647901332,0.6349247719379182,0.01836375059916618,0.0006996600000000005,76.73541666666667,0.32137646166483563,0.617268497745196,0.5982055614391962,0.018363293260335922,0.0006996600000000003,78.325,0.30468630345662434,69966
6,0.6312011340831188,0.6121381597316011,0.018363332574037796,0.0006996600000000005,77.87291666666667,0.31041910552978513,0.6080447733402252,0.5889815390110016,0.018363572657108307,0.0006996600000000003,78.425,0.29751686223347984,69966
7,0.5717819903759246,0.5524456247370294,0.018626478758264096,0.0007098799999999998,80.33333333333333,0.28006068197886147,0.5369724283615748,0.5176363214850426,0.018626227974891663,0.0007098799999999999,81.64166666666667,0.2642121543884277,70988
8,0.5496816501972523,0.5303454988814414,0.018626263008472768,0.0007098799999999998,81.01041666666667,0.26989179420471193,0.5269257525602976,0.5075893476605415,0.01862652599811554,0.0007098799999999999,81.89166666666667,0.25916070556640625,70988
9,0.5306088702475771,0.5129380162726057,0.01702216759007028,0.0006486799999999995,81.76041666666667,0.26013667456309003,0.5171551182866096,0.49948418388764065,0.017022259533405304,0.0006486800000000001,81.99166666666666,0.2566654459635417,64868
10,0.508239522893378,0.4905682960723309,0.017022550581617557,0.0006486799999999995,82.54166666666667,0.24999968496958413,0.501662107805411,0.4839906841516495,0.01702275685966015,0.0006486800000000001,82.825,0.24460572052001953,64868
11,0.5082722185774052,0.490600493994165,0.017023043825905373,0.0006486799999999995,82.63958333333333,0.24943763319651285,0.5298117299874624,0.5121395612756411,0.017023485153913498,0.0006486800000000001,82.1,0.2615245272318522,64868
12,0.49729969843905025,0.4796270176451257,0.017024002533326758,0.0006486799999999995,82.7125,0.24561910820007324,0.5194724475344022,0.5017993822693825,0.01702437736093998,0.0006486800000000001,81.89166666666667,0.2576481272379557,64868
13,0.4846993608677641,0.4668733870729487,0.017171537384707877,0.0006544399999999994,83.1375,0.2397565460205078,0.4714890991648038,0.4536632224917412,0.01717144437134266,0.0006544400000000001,83.675,0.2326630376180013,65444
14,0.4679655388314673,0.450139489579708,0.01717161533838891,0.0006544399999999994,83.82291666666667,0.23098324648539226,0.47824881970882416,0.4604225158691406,0.017171872779726982,0.0006544400000000001,83.38333333333334,0.2382381591796875,65444
15,0.46742993910261926,0.44960307631086793,0.01717242998804184,0.0006544399999999994,83.90208333333334,0.23048729928334555,0.4852235019207001,0.46739621460437775,0.01717284508049488,0.0006544400000000001,83.125,0.23851493453979491,65444
16,0.45801295561993377,0.4401854568339409,0.017173062494777618,0.0006544399999999994,84.20208333333333,0.22602765719095866,0.46434179445107776,0.4465138589342435,0.01717350073158741,0.0006544400000000001,83.85833333333333,0.23029878234863282,65444
17,0.45581412632414636,0.4379858323868285,0.017173864938160206,0.0006544399999999994,84.24375,0.225164275487264,0.46173077325026196,0.4439021870493889,0.01717415824532509,0.0006544400000000001,84.175,0.22729433568318685,65444
18,0.45201020164692657,0.43418122415846966,0.01717454825151474,0.0006544399999999994,84.48958333333333,0.22296908887227376,0.45779405534267426,0.4399646719296773,0.017174944281578064,0.0006544400000000001,84.26666666666667,0.22570679473876953,65444
19,0.4417283636458377,0.42554314149186967,0.015591264167364607,0.0005939600000000003,84.7125,0.21883285172780353,0.4396149590611458,0.4234296754002571,0.015591312199831009,0.00059396,84.7,0.21792785008748372,59396
20,0.44058404197084144,0.424397885165316,0.015592196718492407,0.0005939600000000003,84.63541666666667,0.21781868012746175,0.4322867567340533,0.41609974453846615,0.015593043528497219,0.00059396,85.15,0.2127081044514974,59396
21,0.4450473886855105,0.4304789900779724,0.014033839502867232,0.00053456,84.47916666666667,0.22139464060465494,0.44585657864809036,0.43128762394189835,0.014034397900104523,0.00053456,84.73333333333333,0.22044490559895832,53456
22,0.4245866124934338,0.41001701481798863,0.014035034686961073,0.00053456,85.3875,0.21011141268412273,0.4260401477416356,0.4114697327216466,0.014035861007869244,0.00053456,85.51666666666667,0.20975327682495118,53456
23,0.42814916182071605,0.41514677887267254,0.012525367372213526,0.0004770200000000004,85.16041666666666,0.21286673672993978,0.4371591458717982,0.4241560325026512,0.01252609584480524,0.00047701999999999993,84.65,0.21775581868489582,47702
24,0.42626298488454617,0.4132588632563327,0.01252710466530729,0.0004770200000000004,85.125,0.21301614824930826,0.44258444259564084,0.4295792455474536,0.01252817828208208,0.00047701999999999993,84.425,0.22069862620035807,47702
25,0.42324710462955717,0.4102406603224734,0.012529425858024587,0.0004770200000000004,85.17291666666667,0.21146336269378663,0.4291998545328776,0.41619203488032025,0.012530803680419922,0.00047701999999999993,85.24166666666666,0.2139394391377767,47702
26,0.4113169883159881,0.3983080716843301,0.01253190129361254,0.0004770200000000004,85.79166666666667,0.2048631041844686,0.4277556911110878,0.41474560648202896,0.012533058412373066,0.00047701999999999993,85.35833333333333,0.21198832575480142,47702
27,0.4089397172978584,0.3959286136830107,0.01253408673120306,0.0004770200000000004,85.69791666666667,0.2039819949467977,0.4198241208990415,0.40681180109580356,0.01253530103713274,0.00047701999999999993,85.50833333333334,0.20750822194417318,47702
28,0.40694880231897884,0.39393513824077364,0.012536647907913999,0.0004770200000000004,85.80416666666666,0.2035175749460856,0.4166628072659175,0.4036477158466975,0.01253807544708252,0.00047701999999999993,85.50833333333334,0.20660662333170574,47702
29,0.4149981122067634,0.3993190419166646,0.015104481772063895,0.0005745800000000006,85.46041666666666,0.20664884757995605,0.4216599588592847,0.4059809570511182,0.015104412101209164,0.00057458,85.6,0.2068821258544922,57458
30,0.4048007244759418,0.38912166369722245,0.015104472656991887,0.0005745800000000006,85.94166666666666,0.20064744091033934,0.4073520128925641,0.3916727428634961,0.015104692429304123,0.00057458,85.98333333333333,0.20194384002685548,57458
31,0.39677202067476636,0.38089336423163717,0.01529664904909565,0.0005820199999999998,86.21875,0.19676731077829998,0.4184415365258853,0.4025631273786227,0.015296386554837227,0.00058202,85.96666666666667,0.204626527150472,58202
32,0.4005183203423277,0.3846394013851247,0.015296910730923744,0.0005820199999999998,86.0875,0.19897212441762288,0.4206080784400304,0.40472865601380664,0.015297415666282177,0.00058202,85.55833333333334,0.2073109614054362,58202
33,0.39524155411314454,0.3793614538426095,0.015298090894964146,0.0005820199999999998,86.23125,0.19652137406667072,0.40730592360099155,0.39142536868651706,0.015298539772629738,0.00058202,86.16666666666667,0.1994475262959798,58202
34,0.38626904056427325,0.37038826688807064,0.015298764518600828,0.0005820199999999998,86.57083333333334,0.1909804172515869,0.399940383931001,0.38405929257472354,0.015299094840884209,0.00058202,86.45,0.19472896830240885,58202
35,0.3809815854468244,0.3651002214310017,0.015299351271638211,0.0005820199999999998,86.7125,0.18936484972635906,0.39952221016089123,0.38364046315352124,0.01529973465949297,0.00058202,86.13333333333334,0.19631779861450196,58202
36,0.38050311296544176,0.36462098994153613,0.015300112954796628,0.0005820199999999998,86.84583333333333,0.18820013427734375,0.39539991070826846,0.3795172994335492,0.015300605446100235,0.00058202,86.675,0.1944779815673828,58202
