epoch,action,delta_grow,delta_prune,L_before,hidden_sizes
2,prune,0.03836554288864136,0.15956885814666744,-1.1352471351623534,"[244, 244, 244, 244]"
4,prune,-0.021023595333099387,0.09680063724517818,-0.9366130530834198,"[232, 232, 232, 232]"
6,prune,-0.03256733417510993,0.017350327968597368,-0.8233844757080078,"[221, 221, 221, 221]"
8,prune,-0.004216587543487527,0.029964470863342307,-0.7772880792617798,"[210, 210, 210, 210]"
10,prune,-0.08632285594940192,0.014819002151489236,-0.6997746646404266,"[200, 200, 200, 200]"
12,prune,-0.058449214696884244,0.017097055912017822,-0.6709677100181579,"[190, 190, 190, 190]"
14,prune,-0.0004395008087157981,0.03296049833297732,-0.6737934827804566,"[181, 181, 181, 181]"
16,prune,-0.023923277854919434,0.03957301378250122,-0.6452344417572021,"[172, 172, 172, 172]"
18,prune,-0.020138311386108332,0.02005086541175849,-0.610172176361084,"[164, 164, 164, 164]"
20,prune,-0.026570981740951627,0.02155978679656978,-0.5885194957256317,"[156, 156, 156, 156]"
22,prune,-0.05028726458549493,0.009158897399902388,-0.5522782385349274,"[149, 149, 149, 149]"
24,prune,-0.024374973773956254,0.003288882970809981,-0.5443864464759827,"[142, 142, 142, 142]"
26,none,-0.030156320333480813,-6.412267684929862e-05,-0.5174677014350891,"[142, 142, 142, 142]"
28,prune,-0.0174940407276154,0.01022557318210604,-0.5361418187618255,"[135, 135, 135, 135]"
30,prune,-0.02354087829589846,0.009147280454635587,-0.5081319630146026,"[129, 129, 129, 129]"
32,prune,-0.01574950218200688,0.026025384664535522,-0.5195289552211761,"[123, 123, 123, 123]"
34,prune,-0.01097621321678166,0.01812917292118066,-0.5025703430175781,"[117, 117, 117, 117]"
36,none,-0.034654399752616916,-0.0017780005931853915,-0.4758840024471283,"[117, 117, 117, 117]"
38,prune,-0.0048897653818130715,0.022053706645965565,-0.49432251453399656,"[112, 112, 112, 112]"
40,none,-0.013904902338981617,-0.008862900733947743,-0.4697794854640961,"[112, 112, 112, 112]"
42,prune,-0.020355120301246643,0.016311702132224992,-0.47143367528915403,"[107, 107, 107, 107]"
44,prune,-0.02558249533176421,0.011300221085548401,-0.459683957695961,"[102, 102, 102, 102]"
46,prune,-0.023551908135414135,0.010942131280899048,-0.45296389162540435,"[97, 97, 97, 97]"
48,prune,-0.02058534026145936,0.006243428587913491,-0.45382013022899625,"[93, 93, 93, 93]"
51,prune,-0.017801150679588318,0.003023025393486034,-0.441264146566391,"[89, 89, 89, 89]"
54,none,-0.021449899673461947,-0.004663413763046298,-0.4418893039226532,"[89, 89, 89, 89]"
57,prune,-0.01625342965126042,0.006241875886917103,-0.45487999022006986,"[85, 85, 85, 85]"
60,prune,-0.009359151124954224,0.006465706229209944,-0.43031983971595766,"[81, 81, 81, 81]"
63,prune,-0.0031844526529312134,0.013430002331733693,-0.44253377616405487,"[77, 77, 77, 77]"
66,prune,-0.014328750967979476,0.005099737644195523,-0.42852785289287565,"[74, 74, 74, 74]"
69,none,-0.010691502690315269,-0.005090981721878052,-0.4222394824028015,"[74, 74, 74, 74]"
73,none,-0.01699315309524535,-0.0031211823225021362,-0.4189016938209534,"[74, 74, 74, 74]"
77,prune,-0.025177031755447388,0.002437606453895569,-0.41375288367271423,"[71, 71, 71, 71]"
81,prune,-0.02960028648376467,0.011181405186653115,-0.4209567457437515,"[68, 68, 68, 68]"
85,none,-0.008425822854042087,-0.009872624278068565,-0.4153232157230377,"[68, 68, 68, 68]"
90,none,-0.006002044677734408,-0.0004575490951538308,-0.4235242813825607,"[68, 68, 68, 68]"
95,none,-0.033265984058380105,-0.005678644776344277,-0.40750173628330233,"[68, 68, 68, 68]"
101,prune,0.002551528811454762,0.01221559047698978,-0.4253713458776474,"[65, 65, 65, 65]"
107,prune,-0.013831719756126404,0.01203824877738957,-0.4215902924537659,"[62, 62, 62, 62]"
114,prune,-0.008238837122917175,0.0001734614372253529,-0.41376478374004366,"[59, 59, 59, 59]"
121,prune,-0.005410510301589955,0.00621792972087859,-0.41197707056999205,"[57, 57, 57, 57]"
129,none,-0.020000126957893383,-0.01753440499305725,-0.40362927317619324,"[57, 57, 57, 57]"
138,prune,-0.01434669494628904,0.0006616622209549283,-0.4212131440639496,"[55, 55, 55, 55]"
148,prune,-0.001081213355064392,0.00479415357112889,-0.4202712267637253,"[53, 53, 53, 53]"
159,prune,-0.01647248864173889,0.0028019726276397594,-0.4184894174337387,"[51, 51, 51, 51]"
172,none,-0.0036364853382110374,-0.01102134883403777,-0.41608548164367676,"[51, 51, 51, 51]"
187,grow,0.0116328686475754,-0.002200174331665028,-0.43319222033023835,"[62, 51, 51, 51]"
