Model,Parameters,Trainable Params,Best Val Acc,Best Val Brier,Test Acc,Test Brier,Hidden Sizes,Lambda Penalty,Selected checkpoint metric,Selected epoch,Selected val_total
plasticity,151756,151756,89.26666666666667,0.16247298812866212,88.19,0.1739522903442383,"[78, 65, 65, 65]",1e-07,val_total,104,0.3850881780187289
