Model,Parameters,Trainable Params,Best Val Acc,Best Val Brier,Test Acc,Test Brier,Hidden Sizes,Lambda Penalty,Selected checkpoint metric,Selected epoch,Selected val_total
baseline,209300,209300,89.66666666666667,0.15625320561726888,88.01,0.17511896591186524,"[96, 96, 96, 96]",0.0,val_total,117,0.3650960822900136
