epoch,action,delta_grow,delta_prune,L_before,L_after_none,hidden_sizes
2,prune,-0.07295637130737309,0.1614757776260376,-1.7057700872421264,-1.6577271223068237,"[231, 231, 231, 231]"
4,prune,-0.0982000350952148,0.12314293384552011,-1.3916574239730835,-1.3968205213546754,"[208, 208, 208, 208]"
6,prune,-0.14037387371063237,0.08368011713027945,-1.2393813729286194,-1.1676462888717651,"[188, 188, 188, 188]"
8,prune,-0.11305685043334979,0.08414574265480035,-1.0709419131278992,-1.0540892124176025,"[170, 170, 170, 170]"
10,prune,-0.0898145675659181,0.0712511181831359,-0.9643891215324402,-0.9552372813224792,"[153, 153, 153, 153]"
12,prune,-0.09458860754966736,0.06455256342887872,-0.8786509990692138,-0.8747926414012909,"[138, 138, 138, 138]"
14,prune,-0.042475986480712824,0.11249591112136847,-0.8021674633026123,-0.8425597190856934,"[125, 125, 125, 125]"
16,prune,-0.0521680593490601,0.03187992572784426,-0.7507331848144532,-0.7463333666324615,"[113, 113, 113, 113]"
18,prune,-0.060261750221252464,0.024895656108856246,-0.6879998981952667,-0.6776329815387726,"[102, 102, 102, 102]"
20,prune,-0.04264072179794309,0.024410730600357144,-0.6667497873306274,-0.6437323868274689,"[92, 92, 92, 92]"
22,prune,-0.028049939870834373,0.02323928475379944,-0.6184946775436402,-0.6160497784614563,"[83, 83, 83, 83]"
24,prune,-0.049333006143569946,0.009177285432815596,-0.605439305305481,-0.5650462508201599,"[75, 75, 75, 75]"
26,prune,-0.03959274888038633,0.025324106216430664,-0.5672733902931213,-0.5497286677360534,"[68, 68, 68, 68]"
28,none,-0.0320209681987762,-0.023236560821533137,-0.5432523727416992,-0.5335565090179444,"[68, 68, 68, 68]"
30,prune,-0.024192750453948975,0.00885890126228328,-0.5617177009582519,-0.5291459023952484,"[62, 62, 62, 62]"
32,prune,-0.028578579425811768,0.006157821416854836,-0.5201037436723709,-0.5090204000473022,"[56, 56, 56, 56]"
34,prune,-0.018551069498062123,0.00988241732120515,-0.4920358955860138,-0.49568851590156554,"[51, 51, 51, 51]"
36,prune,-0.02373988926410675,0.0005305528640747181,-0.4874510943889618,-0.4829714983701706,"[46, 46, 46, 46]"
38,none,-0.0029108762741088534,-0.002178865671157826,-0.48662484586238863,-0.4869283676147461,"[46, 46, 46, 46]"
