epoch,action,delta_grow,delta_prune,L_before,hidden_sizes
2,grow,0.39735223650932305,0.3655215263366698,-1.388802969455719,"[39, 32, 32, 32]"
4,prune,0.08351377248764036,0.0949711799621582,-0.8201941967010498,"[38, 31, 31, 31]"
6,prune,0.02988181114196775,0.037848150730133034,-0.675344032049179,"[37, 30, 30, 30]"
8,none,-0.00813443064689634,-0.02003628611564634,-0.5683260262012482,"[37, 30, 30, 30]"
10,grow,0.0016878753900527732,0.0014022827148437722,-0.5556738376617432,"[37, 36, 30, 30]"
12,prune,-0.016097036004066423,0.01974275112152102,-0.5279430001974106,"[36, 35, 29, 29]"
14,prune,0.0005483269691467507,0.016172230243682917,-0.5050282210111618,"[35, 34, 28, 28]"
16,none,-0.02092702686786646,-0.009878671169280984,-0.48230297565460206,"[35, 34, 28, 28]"
18,none,-0.017701750993728615,-0.003047022223472584,-0.4792899191379547,"[35, 34, 28, 28]"
20,prune,0.0030229538679122925,0.0030986458063125832,-0.47781527042388916,"[34, 33, 27, 27]"
22,prune,0.0005358040332794078,0.002354601025581382,-0.4598557621240616,"[33, 32, 26, 26]"
24,prune,-0.009474393725395214,0.002362182736396823,-0.4495587915182114,"[32, 31, 25, 25]"
26,none,-0.003520077466964755,-0.007793468236923229,-0.4504730463027954,"[32, 31, 25, 25]"
28,grow,0.011042514443397489,0.007020917534828142,-0.4606978803873062,"[39, 31, 25, 25]"
30,grow,0.002819824218749989,0.0005949527025223,-0.45068897008895875,"[39, 31, 30, 25]"
32,none,-0.011168977618217502,-0.018718096613884017,-0.4285516798496246,"[39, 31, 30, 25]"
34,prune,-0.02451295256614683,0.003542429208755471,-0.4179195314645767,"[38, 30, 29, 24]"
36,grow,0.0058962047100066806,0.00523959696292875,-0.43333660364151,"[46, 30, 29, 24]"
38,grow,0.019970890879631054,0.01956640481948857,-0.4406876802444458,"[46, 30, 29, 29]"
40,prune,-0.0046701908111572155,0.004240629076957714,-0.41995457112789153,"[44, 29, 28, 28]"
42,none,-0.009628999233245839,-0.011921882629394531,-0.42218669056892394,"[44, 29, 28, 28]"
44,none,-0.0055254757404327726,-0.0015202522277832364,-0.41232022941112517,"[44, 29, 28, 28]"
46,prune,-0.0016616672277450784,0.011560970544815086,-0.4095148742198944,"[42, 28, 27, 27]"
48,prune,-0.009318080544471752,0.00048783719539641224,-0.4033943831920624,"[40, 27, 26, 26]"
51,none,-0.007565745711326621,-0.0042458713054657204,-0.3928728014230728,"[40, 27, 26, 26]"
54,prune,-0.023725172877311684,0.006176429986953724,-0.3933141827583313,"[38, 26, 25, 25]"
57,prune,-0.00919441580772401,0.0048571109771728405,-0.39590948522090913,"[37, 25, 24, 24]"
60,prune,0.000284177064895641,0.004129898548126232,-0.3937301725149155,"[36, 24, 23, 23]"
63,none,-0.007911208271980275,-0.006632825732231118,-0.3963219612836838,"[36, 24, 23, 23]"
66,none,-0.019824483990669273,-0.00869322717189791,-0.378808519244194,"[36, 24, 23, 23]"
69,prune,-0.0037975698709488137,0.008699932694435086,-0.3907571345567703,"[35, 23, 22, 22]"
73,grow,0.008192792534828186,0.0070044785737991555,-0.3996559828519821,"[42, 23, 22, 22]"
77,prune,-0.004980131983757019,0.005256316065788302,-0.3772403568029404,"[40, 22, 21, 21]"
81,prune,-0.0017017781734466886,0.001030847430229187,-0.3844934433698654,"[38, 21, 20, 20]"
85,none,-0.0070411235094070546,-0.0086694836616516,-0.3779927670955658,"[38, 21, 20, 20]"
90,grow,0.004723066091537442,-0.0003808945417404508,-0.3918504327535629,"[38, 26, 20, 20]"
95,none,-0.014118379354476962,-0.006970003247261047,-0.3718306332826614,"[38, 26, 20, 20]"
101,none,-0.012988013029098522,-0.002801400423049938,-0.3856586039066315,"[38, 26, 20, 20]"
107,prune,0.0015507370233535656,0.0046731173992157204,-0.3861025869846344,"[37, 25, 19, 19]"
114,prune,0.0036183565855026356,0.006098550558090221,-0.37992468774318694,"[36, 24, 18, 18]"
121,prune,-0.002306064963340737,0.0045861363410949485,-0.3807870000600815,"[35, 23, 17, 17]"
129,grow,0.00531605184078221,0.003010159730911288,-0.3854334741830826,"[42, 23, 17, 17]"
138,prune,-0.007214573025703441,0.0011421978473662997,-0.3807604223489761,"[40, 22, 16, 16]"
148,prune,0.0008610635995864868,0.003694295883178711,-0.38329489529132843,"[38, 21, 15, 15]"
159,grow,0.001905003190040555,-0.007077267765998874,-0.3854837745428085,"[38, 21, 15, 18]"
172,none,-0.007134157419204701,-0.010595035552978527,-0.38139289915561675,"[38, 21, 15, 18]"
187,none,-0.005897954106330872,-0.003910994529724154,-0.3918724238872528,"[38, 21, 15, 18]"
