epoch,action,delta_grow,delta_prune,L_before,L_after_none,hidden_sizes
2,prune,0.0661537289619446,0.09477897286415105,-0.8260344088077545,-0.791190254688263,"[116, 116, 116, 116]"
4,prune,-0.029808050394058205,0.0019901931285858376,-0.6324406266212463,-0.6173105299472809,"[105, 105, 105, 105]"
6,prune,-0.012147128582000732,0.0005699992179870605,-0.5627710461616516,-0.5610609829425812,"[95, 95, 95, 95]"
8,none,-0.07157577574253082,-0.014055910706520125,-0.5167821198701859,-0.507891646027565,"[95, 95, 95, 95]"
10,none,-0.041535285115242015,-0.03395763337612151,-0.5209160566329956,-0.4933681458234787,"[95, 95, 95, 95]"
12,none,-0.02218757271766658,-0.02242371439933777,-0.49406988024711607,-0.5029752254486084,"[95, 95, 95, 95]"
14,none,-0.03892321586608882,-0.023164194822311357,-0.49872804880142213,-0.4773605465888977,"[95, 95, 95, 95]"
16,none,-0.012133485078811623,-0.026189094781875588,-0.4796240359544754,-0.4688691794872284,"[95, 95, 95, 95]"
18,none,-0.01503507196903231,-0.021798357367515564,-0.48393686711788175,-0.4748022586107254,"[95, 95, 95, 95]"
20,prune,-0.002327719330787681,0.016267958283424366,-0.48821822702884676,-0.4850829690694809,"[86, 86, 86, 86]"
22,prune,0.001691529154777549,0.008713525533676159,-0.45660131573677065,-0.4730308771133423,"[78, 78, 78, 78]"
24,prune,-0.011709961295127913,0.008680915832519509,-0.45643334090709686,-0.439715301990509,"[71, 71, 71, 71]"
26,none,-0.0065890192985534335,-0.006085604429244995,-0.42870338559150695,-0.4337305843830109,"[71, 71, 71, 71]"
28,none,-0.027970215678215005,-0.0037448316812515037,-0.42028193473815917,-0.4123217314481735,"[71, 71, 71, 71]"
30,none,-0.018915903568267833,-0.0014654219150543324,-0.4214842736721039,-0.4249239325523376,"[71, 71, 71, 71]"
32,none,-0.00920528471469878,-0.007019418478012074,-0.4437447518110275,-0.4167033970355988,"[71, 71, 71, 71]"
34,none,-0.018054357171058688,-0.010495349764823914,-0.4178938865661621,-0.41160441040992735,"[71, 71, 71, 71]"
36,grow,0.01361559033393861,0.007425394654273998,-0.4099093794822693,-0.433247372508049,"[86, 71, 71, 71]"
38,prune,0.019492197036743153,0.034871697425842285,-0.4320576131343842,-0.4477489471435547,"[78, 64, 64, 64]"
40,none,-0.009932667016983032,-0.013301739096641507,-0.40722912847995757,-0.4068536698818207,"[78, 64, 64, 64]"
42,prune,0.0005350172519684171,0.004294571280479442,-0.397282549738884,-0.4038944661617279,"[71, 58, 58, 58]"
44,grow,0.0006716638803482278,-0.014692842960357666,-0.41223113536834716,-0.3900609761476517,"[71, 58, 70, 58]"
46,prune,-0.016002157330513023,0.005356356501579285,-0.40921120047569276,-0.3934538245201111,"[64, 53, 63, 53]"
48,prune,-0.0031385302543640026,0.0007764726877212413,-0.3897137463092804,-0.3891911834478378,"[58, 48, 57, 48]"
51,none,-0.01614872217178348,-0.013900479674339328,-0.3954236328601837,-0.39032853245735166,"[58, 48, 57, 48]"
54,none,-0.0048493951559067106,-0.005226084589958213,-0.3864341676235199,-0.3769309401512146,"[58, 48, 57, 48]"
57,none,-0.0009533196687698253,-0.0035131722688674927,-0.3859506189823151,-0.39131511449813844,"[58, 48, 57, 48]"
