epoch,action,delta_grow,delta_prune,L_before,hidden_sizes
2,prune,0.07974801063537607,0.1319316327571869,-1.1323655605316163,"[244, 244, 244, 244]"
4,prune,-0.008720803260803156,0.06505296230316171,-0.9147845387458802,"[232, 232, 232, 232]"
6,prune,-0.0018803179264068604,0.05511536002159112,-0.8342124283313751,"[221, 221, 221, 221]"
8,prune,-0.07603359818458555,0.016993725299835227,-0.7510569453239441,"[210, 210, 210, 210]"
10,prune,-0.022322225570678644,0.028209829330444358,-0.7102511167526245,"[200, 200, 200, 200]"
12,prune,-0.03660846948623664,0.02396451830863955,-0.6629812777042389,"[190, 190, 190, 190]"
14,prune,-0.04162183403968811,0.017428696155548096,-0.6314085960388184,"[181, 181, 181, 181]"
16,prune,-0.04730721712112429,0.012299382686614901,-0.6108673334121704,"[172, 172, 172, 172]"
18,prune,-0.03959347605705266,0.013081812858581454,-0.5813547790050506,"[164, 164, 164, 164]"
20,prune,-0.03099025487899776,0.01909145712852478,-0.5734288573265076,"[156, 156, 156, 156]"
22,prune,-0.025615209341049217,0.029608374834060647,-0.5696074962615967,"[149, 149, 149, 149]"
24,none,-0.060844630002975464,-0.0032209634780884233,-0.5194440603256225,"[149, 149, 149, 149]"
26,prune,-0.014497929811477572,0.019772791862487815,-0.5417998313903809,"[142, 142, 142, 142]"
28,prune,-0.013680469989776678,0.027641236782073975,-0.5310964703559875,"[135, 135, 135, 135]"
30,prune,-0.009597632288932734,0.015700361132621854,-0.5202897518873215,"[129, 129, 129, 129]"
32,none,-0.024552744626998912,-0.004095852375030573,-0.4985838711261749,"[129, 129, 129, 129]"
34,prune,-0.035225149989128124,0.007920634746551525,-0.4906223893165588,"[123, 123, 123, 123]"
36,none,-0.03333074152469634,-0.004828330874443065,-0.4774669289588928,"[123, 123, 123, 123]"
38,prune,-0.006033518910407987,0.0038076221942902055,-0.484900438785553,"[117, 117, 117, 117]"
40,none,-0.011778578162193298,-0.003416815400123563,-0.47549096643924715,"[117, 117, 117, 117]"
42,prune,-0.022310253977775585,0.014071133732795671,-0.47536527216434477,"[112, 112, 112, 112]"
44,none,-0.02285083830356599,-0.0009752690792083629,-0.4657607674598694,"[112, 112, 112, 112]"
46,prune,-0.04398796260356902,0.0005293965339660534,-0.4546317934989929,"[107, 107, 107, 107]"
48,prune,-0.032832285761833224,0.0019133657217025868,-0.4530398279428482,"[102, 102, 102, 102]"
51,prune,0.015492877364158664,0.02778266668319701,-0.46540206372737886,"[97, 97, 97, 97]"
54,prune,-0.011019867658615123,0.003923174738883983,-0.4485449016094208,"[93, 93, 93, 93]"
57,none,-0.024004822969436623,-0.003726571798324585,-0.42831056714057925,"[93, 93, 93, 93]"
60,none,-0.013145866990089461,-0.006460851430892978,-0.43531194925308225,"[93, 93, 93, 93]"
63,prune,-0.01646214723587036,0.008003979921340942,-0.4535392701625824,"[89, 89, 89, 89]"
66,prune,-0.004921472072601296,0.01289793848991394,-0.43697805404663087,"[85, 85, 85, 85]"
69,prune,6.510019302369274e-05,0.010445132851600647,-0.43890475034713744,"[81, 81, 81, 81]"
73,none,-0.017313632369041432,-0.00013498961925506592,-0.42841083705425265,"[81, 81, 81, 81]"
77,prune,-0.014986112713813782,0.0010505586862563643,-0.42474510371685026,"[77, 77, 77, 77]"
81,prune,-0.008546066284179699,0.007435685396194491,-0.42006478905677797,"[74, 74, 74, 74]"
85,grow,2.1070241928100586e-05,-0.008502352237701405,-0.41484066247940066,"[89, 74, 74, 74]"
90,none,-0.029904597997665427,-0.0030094683170318604,-0.42954084277153015,"[89, 74, 74, 74]"
95,prune,-0.01280984580516814,0.012677896022796675,-0.43218242526054385,"[85, 71, 71, 71]"
101,none,-0.02075174152851106,-0.006607058644294728,-0.4285515695810318,"[85, 71, 71, 71]"
107,prune,-0.0021230489015579,0.003912195563316345,-0.4405325323343277,"[81, 68, 68, 68]"
114,none,-0.03154168725013734,-0.02317415773868564,-0.4220750242471695,"[81, 68, 68, 68]"
121,prune,0.0019840836524963046,0.004657095670700051,-0.4319581568241119,"[77, 65, 65, 65]"
129,none,-0.026045134663581826,-0.008649781346321106,-0.42617338299751284,"[77, 65, 65, 65]"
138,none,-0.027904888987541177,-0.006024992465972878,-0.4337769865989685,"[77, 65, 65, 65]"
148,none,-0.006171524524688721,-0.0021200209856033214,-0.44265778064727784,"[77, 65, 65, 65]"
159,prune,0.003117892146110579,0.014942738413810774,-0.45951257050037386,"[74, 62, 62, 62]"
172,prune,-0.003978431224822998,0.00865986943244934,-0.45757755637168884,"[71, 59, 59, 59]"
187,none,-0.023636507987976063,-0.009104698896408081,-0.4434694588184357,"[71, 59, 59, 59]"
