epoch,action,delta_grow,delta_prune,L_before,L_after_none,hidden_sizes
2,prune,-0.24952275753021258,0.24945609569549543,-2.6070830821990967,-2.393629240989685,"[231, 231, 231, 231]"
4,prune,-0.1893105745315551,0.25152688026428205,-2.0749448776245116,-2.073803687095642,"[208, 208, 208, 208]"
6,prune,-0.17039486169815055,0.21206470727920546,-1.8188185095787048,-1.8181546807289124,"[188, 188, 188, 188]"
8,prune,-0.23493950366973881,0.11549202203750597,-1.6032013177871705,-1.5598516702651977,"[170, 170, 170, 170]"
10,prune,-0.1615109562873842,0.09860035181045523,-1.4254205584526063,-1.4040302872657775,"[153, 153, 153, 153]"
12,prune,-0.16388441324234004,0.12522045373916613,-1.268421506881714,-1.2634070634841919,"[138, 138, 138, 138]"
14,prune,-0.10946015119552621,0.11231460571289054,-1.166417622566223,-1.1545753717422484,"[125, 125, 125, 125]"
16,prune,-0.13295336961746207,0.06244141459465036,-1.0321040093898772,-1.0280461668968202,"[113, 113, 113, 113]"
18,prune,-0.08710688352584828,0.048128873109817505,-0.9652006149291992,-0.953443044424057,"[102, 102, 102, 102]"
20,prune,-0.11609742045402527,0.052907747030258245,-0.8980009913444519,-0.8791755378246308,"[92, 92, 92, 92]"
22,prune,-0.0642049968242645,0.05652774572372432,-0.8224131226539612,-0.8235478401184082,"[83, 83, 83, 83]"
24,prune,-0.07249156236648557,0.03322460055351262,-0.754916375875473,-0.7620624542236328,"[75, 75, 75, 75]"
26,prune,-0.05045095086097717,0.024410760402679532,-0.707592350244522,-0.7159952402114869,"[68, 68, 68, 68]"
28,prune,-0.05118072628974912,0.014178544282913208,-0.678432947397232,-0.6815950512886048,"[62, 62, 62, 62]"
30,prune,-0.052584999799728416,0.02344304323196411,-0.641881674528122,-0.640134996175766,"[56, 56, 56, 56]"
32,none,-0.04848920702934256,-0.002162420749664218,-0.6188063204288483,-0.6045757412910462,"[56, 56, 56, 56]"
34,prune,-0.06856223344802859,0.015103685855865412,-0.6130588114261627,-0.6038239419460296,"[51, 51, 51, 51]"
36,prune,-0.04799392819404602,0.03536943197250364,-0.5949306547641754,-0.5990739107131958,"[46, 46, 46, 46]"
38,prune,-0.023644614219665572,0.011781203746795588,-0.561060780286789,-0.5743121862411499,"[42, 42, 42, 42]"
40,prune,-0.060157006978988736,0.013309228420257502,-0.5506311595439911,-0.5441190123558044,"[38, 38, 38, 38]"
42,prune,-0.02162039279937744,0.013402190804481573,-0.5354958653450013,-0.5312284708023072,"[35, 35, 35, 35]"
44,none,-0.04029628038406374,-0.003998833894729548,-0.5197444498538971,-0.5173667311668396,"[35, 35, 35, 35]"
46,prune,-0.013965761661529519,0.00631979703903196,-0.5157163828611374,-0.5270324945449829,"[32, 32, 32, 32]"
48,none,-0.034190806746482894,-0.006416162848472573,-0.4952349841594696,-0.5052457958459854,"[32, 32, 32, 32]"
51,none,-0.02365898787975307,-0.018247142434120178,-0.48993830680847167,-0.49295652806758883,"[32, 32, 32, 32]"
54,prune,-0.021441695094108537,0.0016088038682937622,-0.5088900059461594,-0.5087155193090439,"[29, 29, 29, 29]"
57,none,-0.012875208258628867,-0.007834976911544778,-0.4905824840068817,-0.4957094430923462,"[29, 29, 29, 29]"
60,none,-0.014950165152549766,-0.0054063498973846436,-0.4969254434108734,-0.4954944014549255,"[29, 29, 29, 29]"
63,none,-0.023359158635139432,-0.0009489595890044833,-0.48914250135421755,-0.4862156331539154,"[29, 29, 29, 29]"
66,prune,-0.02199224233627317,0.003803315758705128,-0.49916821122169497,-0.4848295748233795,"[27, 27, 27, 27]"
69,none,-0.021638685464858975,-0.01358535885810852,-0.4825571686029434,-0.48534226715564727,"[27, 27, 27, 27]"
73,none,-0.021779206395149242,-0.0072139263153076505,-0.4805156737565994,-0.4697077929973602,"[27, 27, 27, 27]"
77,prune,-0.023690551519393865,0.002002391219139088,-0.4777862697839737,-0.48475868701934816,"[25, 25, 25, 25]"
81,none,-0.01723047196865085,-0.005979928374290511,-0.47399833500385286,-0.46143593490123747,"[25, 25, 25, 25]"
85,none,-0.01937294304370879,-0.003156730532646146,-0.4684227257966995,-0.46858116388320925,"[25, 25, 25, 25]"
90,none,-0.019052419066429127,-0.01034405529499055,-0.4606588423252106,-0.4534175217151642,"[25, 25, 25, 25]"
95,none,-0.033802393078804005,-0.014621913433074951,-0.4567256152629852,-0.45136153399944307,"[25, 25, 25, 25]"
101,none,-0.027398970723152172,-0.008877292275428772,-0.448831307888031,-0.4518267422914505,"[25, 25, 25, 25]"
107,none,-0.020964628458023105,-0.001193720102310225,-0.4513430565595627,-0.4587493747472763,"[25, 25, 25, 25]"
114,none,-0.01130623519420626,-0.019468271732330344,-0.4613113462924957,-0.451331889629364,"[25, 25, 25, 25]"
121,none,-0.027364563941955578,-0.01599626839160917,-0.4524926424026489,-0.4459363967180252,"[25, 25, 25, 25]"
129,none,-0.017835748195648204,-0.0026199460029602273,-0.43500705659389494,-0.45275725722312926,"[25, 25, 25, 25]"
138,none,-0.016966533660888683,-0.007318410277366627,-0.4557751327753067,-0.4488130062818527,"[25, 25, 25, 25]"
148,prune,-0.004807892441749562,0.004738149046897899,-0.4515812337398529,-0.45988147854804995,"[23, 23, 23, 23]"
159,none,-0.018402010202407837,-0.006049948930740345,-0.4467252314090729,-0.4440812885761261,"[23, 23, 23, 23]"
172,none,-0.01732310950756072,-0.020450460910797108,-0.4482190549373627,-0.4499832272529602,"[23, 23, 23, 23]"
187,none,-0.016458868980407715,-0.02349633872509005,-0.4510472685098648,-0.45499512553215027,"[23, 23, 23, 23]"
