epoch,action,delta_grow,delta_prune,L_before,hidden_sizes
2,prune,0.009422284364700273,0.07072702050209045,-0.8330124676227569,"[122, 122, 122, 122]"
4,prune,0.026368224620819114,0.05455147027969365,-0.6899541795253754,"[116, 116, 116, 116]"
6,prune,-0.020771437883377097,0.03733552098274229,-0.6146334946155548,"[111, 111, 111, 111]"
8,prune,-0.0067494392395019975,0.02727363407611849,-0.5640213251113891,"[106, 106, 106, 106]"
10,prune,-0.012027701735496499,0.00939446389675136,-0.5247462391853333,"[101, 101, 101, 101]"
12,prune,-0.02615527510643001,0.02457371354103094,-0.5209559381008149,"[96, 96, 96, 96]"
14,prune,-0.034587839245796226,0.009164586663246155,-0.4831183314323425,"[92, 92, 92, 92]"
16,prune,0.005347996950149536,0.027331420779228233,-0.4980041325092316,"[88, 88, 88, 88]"
18,prune,-0.002820706367492709,0.009747344255447377,-0.46963106393814086,"[84, 84, 84, 84]"
20,none,-0.012950545549392678,-0.004137313365936257,-0.44598371982574464,"[84, 84, 84, 84]"
22,none,-0.01828814148902891,-0.028713235259056058,-0.4414692610502243,"[84, 84, 84, 84]"
24,prune,-0.01762325465679171,0.00037087202072144665,-0.4528576135635376,"[80, 80, 80, 80]"
26,none,-0.017819097638130166,-0.0005740046501159224,-0.43002104163169863,"[80, 80, 80, 80]"
28,none,-0.031132757663726807,-0.012499499320983876,-0.41939895749092104,"[80, 80, 80, 80]"
30,prune,-0.006250467896461442,0.021212497353553794,-0.44142728447914126,"[76, 76, 76, 76]"
32,prune,-0.017660826444625854,0.005916392803192172,-0.4217530578374863,"[73, 73, 73, 73]"
34,none,-0.020535126328468323,-0.003050398826599132,-0.4142310589551926,"[73, 73, 73, 73]"
36,none,-0.019702181220054626,-0.008942335844039917,-0.40999430119991304,"[73, 73, 73, 73]"
38,prune,-0.006389415264129672,0.0007746547460555919,-0.4060849606990814,"[70, 70, 70, 70]"
40,prune,-0.01391595005989077,0.004439872503280651,-0.4102231442928314,"[67, 67, 67, 67]"
42,none,-0.014113652706146229,-0.0019051134586334229,-0.3986460864543915,"[67, 67, 67, 67]"
44,prune,-0.0012744724750518577,0.008656993508338928,-0.41100549697875977,"[64, 64, 64, 64]"
46,none,-0.004589331150054943,-0.01892762184143071,-0.4113114237785339,"[64, 64, 64, 64]"
48,prune,-0.028105512261390686,0.008993905782699596,-0.4019529700279236,"[61, 61, 61, 61]"
51,prune,-0.010412010550498951,0.018313169479370117,-0.4066109299659729,"[58, 58, 58, 58]"
54,none,-0.007154062390327454,-0.00035910606384276234,-0.38454613387584685,"[58, 58, 58, 58]"
57,prune,0.025201940536499046,0.0274576157331467,-0.41232463121414187,"[56, 56, 56, 56]"
60,prune,-0.010202175378799416,0.0025234639644622914,-0.3872072696685791,"[54, 54, 54, 54]"
63,prune,-0.02359936833381654,0.005594694614410423,-0.37977081537246704,"[52, 52, 52, 52]"
66,prune,-0.03164861202239988,0.004799434542655967,-0.3880817383527756,"[50, 50, 50, 50]"
69,none,-0.014007619023323037,-0.0014906018972396518,-0.37781942784786227,"[50, 50, 50, 50]"
73,prune,-0.00033684074878692627,0.01733656823635099,-0.3862331539392471,"[48, 48, 48, 48]"
77,grow,0.002452927827835072,8.616447448728248e-05,-0.36764568388462066,"[58, 48, 48, 48]"
81,grow,0.0019975483417510875,-0.012802141904830922,-0.3710485100746155,"[58, 48, 48, 58]"
85,none,-0.016174507141113292,-0.0007750362157821766,-0.3791724890470505,"[58, 48, 48, 58]"
90,prune,-0.01821015775203705,0.007293334603309665,-0.3849252849817276,"[56, 46, 46, 56]"
95,none,-0.007894334197044328,-0.0063465058803557906,-0.379417622089386,"[56, 46, 46, 56]"
101,none,-0.016850560903549194,-0.005306175351142861,-0.37532418966293335,"[56, 46, 46, 56]"
107,none,-0.006466925144195557,-0.0015952795743942039,-0.38711807131767273,"[56, 46, 46, 56]"
114,none,-0.004287779331207275,-0.0012845605611800925,-0.38674883246421815,"[56, 46, 46, 56]"
121,none,-0.008734306693077065,-0.0010659486055373812,-0.3816531389951706,"[56, 46, 46, 56]"
129,none,-0.009606492519378673,-0.008333852887153659,-0.38440370857715606,"[56, 46, 46, 56]"
138,none,-0.01615081429481502,-0.010473760962486256,-0.38037301003932955,"[56, 46, 46, 56]"
148,none,-0.01526379883289336,-0.012074974179267894,-0.3813917487859726,"[56, 46, 46, 56]"
159,prune,-0.012915995717048656,0.008027562499046348,-0.39498820900917053,"[54, 44, 44, 54]"
172,prune,0.0019596070051193237,0.01160404086112976,-0.3981561005115509,"[52, 42, 42, 52]"
187,prune,-0.0006865978240966908,0.021205008029937744,-0.41417977809906004,"[50, 40, 40, 50]"
