epoch,action,delta_grow,delta_prune,L_before,L_after_none,hidden_sizes
2,prune,-0.07549630403518681,0.12641545534133902,-1.317428982257843,-1.2642413020133971,"[231, 231, 231, 231]"
4,prune,-0.106443178653717,0.06180348396301272,-1.0434479355812072,-1.0211838364601136,"[208, 208, 208, 208]"
6,prune,-0.013520562648773216,0.10432625412940977,-0.9532387733459473,-0.9274751543998718,"[188, 188, 188, 188]"
8,prune,-0.01819615960121157,0.08464089035987854,-0.8116293311119079,-0.8322753727436065,"[170, 170, 170, 170]"
10,prune,-0.032110017538070634,0.045198303461074896,-0.7380716502666473,-0.7539175987243653,"[153, 153, 153, 153]"
12,prune,-0.030231118202209473,0.05711280703544608,-0.6773212790489197,-0.6956275820732116,"[138, 138, 138, 138]"
14,prune,-0.02548183202743526,0.04459598660469055,-0.651530283689499,-0.6438989639282227,"[125, 125, 125, 125]"
16,prune,-0.03332305550575254,0.022796678543090754,-0.5887707769870758,-0.5861859977245331,"[113, 113, 113, 113]"
18,prune,-0.04224184453487401,0.018788823485374362,-0.5683684289455414,-0.5601038604974746,"[102, 102, 102, 102]"
20,prune,-0.05286666750907898,0.0077469557523728305,-0.5474478662014007,-0.5306045293807984,"[92, 92, 92, 92]"
22,prune,-0.03880560696125035,0.00035675466060636207,-0.5245196282863617,-0.5047373920679092,"[83, 83, 83, 83]"
24,prune,-0.02253227233886712,0.0013455480337143388,-0.5001896113157273,-0.4812603682279587,"[75, 75, 75, 75]"
26,prune,-0.029181554913520813,0.0002875417470932229,-0.47989886701107026,-0.4737169533967972,"[68, 68, 68, 68]"
28,prune,-0.011835795640945446,0.02305347919464107,-0.46346932649612427,-0.4698354363441467,"[62, 62, 62, 62]"
30,prune,-0.024176540970802296,0.01359878182411195,-0.45760983824729917,-0.4507091879844666,"[56, 56, 56, 56]"
32,prune,-0.0033450424671173096,0.01986007094383241,-0.44749790132045747,-0.4508957713842392,"[51, 51, 51, 51]"
34,prune,-0.03182050883769988,0.00037502944469453015,-0.4400279402732849,-0.439125058054924,"[46, 46, 46, 46]"
36,none,-0.0165449559688568,-0.0063632667064666415,-0.43834646940231325,-0.42268324792385104,"[46, 46, 46, 46]"
38,none,-0.01480980515480046,-0.0072590529918670765,-0.420123878121376,-0.4185473084449768,"[46, 46, 46, 46]"
40,none,-0.02279949188232422,-0.0068604081869125255,-0.42496828734874725,-0.415209099650383,"[46, 46, 46, 46]"
42,prune,-0.014200043678283703,0.0022311419248581266,-0.4268945336341858,-0.4263952046632767,"[42, 42, 42, 42]"
44,grow,0.0012394428253173495,-0.0008914649486541637,-0.4406267374753952,-0.42280260026454924,"[51, 42, 42, 42]"
46,prune,0.02232081592082974,0.022749429941177346,-0.42529872357845305,-0.43965867459774016,"[46, 38, 38, 38]"
48,grow,0.01007104814052584,0.005959588289260853,-0.42927166223526003,-0.42884795367717743,"[46, 38, 46, 38]"
51,none,-0.017065620422363315,-0.0027463495731354093,-0.4026578664779663,-0.4098320960998535,"[46, 38, 46, 38]"
54,prune,0.001742964982986428,0.007851746678352367,-0.4037414491176605,-0.42874937057495116,"[42, 35, 42, 35]"
57,prune,-0.014780128002166715,0.0016037195920944325,-0.4237641453742981,-0.4198021411895752,"[38, 32, 38, 32]"
60,none,-0.018749874830245927,-0.01748867630958556,-0.4004430562257767,-0.3996541291475296,"[38, 32, 38, 32]"
63,none,-0.01669018864631655,-0.009496620297431924,-0.4035197675228119,-0.39663881063461304,"[38, 32, 38, 32]"
66,none,-0.019855239987373374,-0.02683894634246825,-0.3945994764566422,-0.39531252086162566,"[38, 32, 38, 32]"
69,none,-0.004803076386451721,-0.011011824011802673,-0.38670274019241335,-0.39416610896587373,"[38, 32, 38, 32]"
73,none,-0.01648169755935669,-0.0005840450525284036,-0.3972301006317139,-0.3937631994485855,"[38, 32, 38, 32]"
77,none,-0.0021974056959152555,-0.003536894917488098,-0.41938147246837615,-0.4047457784414291,"[38, 32, 38, 32]"
81,none,-0.008366787433624234,-0.004398235678672757,-0.389204865694046,-0.39936801195144656,"[38, 32, 38, 32]"
85,prune,0.004200550913810719,0.008177152276039101,-0.4172887444496155,-0.411933633685112,"[35, 29, 35, 29]"
90,none,-0.004103407263755798,-0.007235085964202914,-0.3854583650827408,-0.3908827632665634,"[35, 29, 35, 29]"
95,grow,0.00443980693817142,-0.007438609004020658,-0.39449416995048525,-0.3965506494045258,"[42, 29, 35, 29]"
101,prune,0.004892802238464333,0.005529716610908508,-0.40118377208709716,-0.39936219453811644,"[38, 27, 32, 27]"
107,prune,0.001444733142852761,0.0066516190767287875,-0.41383774280548097,-0.40240502953529356,"[35, 25, 29, 25]"
114,none,-0.013573309779167209,-0.01426358819007878,-0.39210701584815977,-0.38416717052459715,"[35, 25, 29, 25]"
121,grow,0.0034259349107741977,-0.0034554034471512285,-0.39439413547515867,-0.3964949160814285,"[35, 25, 29, 30]"
129,none,-0.0015543252229690552,-0.016065829992294334,-0.39330517053604125,-0.3897589772939682,"[35, 25, 29, 30]"
138,prune,-0.0030570089817046897,0.005690872669219971,-0.3885450452566147,-0.3976571083068848,"[32, 23, 27, 27]"
148,none,-0.009769517183303822,-0.017359232902526833,-0.39070032238960267,-0.3898672699928284,"[32, 23, 27, 27]"
159,none,-0.015191301703453064,-0.019102016091346763,-0.3876282870769501,-0.39414272308349607,"[32, 23, 27, 27]"
172,none,-0.0061960697174072155,-0.012518098950386025,-0.3985910534858704,-0.39861326813697817,"[32, 23, 27, 27]"
187,none,-0.005888658761978138,-0.010204350948333774,-0.41464272439479827,-0.4162046194076538,"[32, 23, 27, 27]"
