Model,Parameters,Trainable Params,Best Val Acc,Best Val Brier,Test Acc,Test Brier,Hidden Sizes,Lambda Penalty,Selected checkpoint metric,Selected epoch,Selected val_total
plasticity,245616,245616,90.025,0.15123430824279785,87.98,0.17348224334716797,"[116, 97, 97, 97]",5e-08,val_total,72,0.3833717405796051
