Model,Parameters,Trainable Params,Best Val Acc,Best Val Brier,Test Acc,Test Brier,Hidden Sizes,Lambda Penalty,Selected checkpoint metric,Selected epoch,Selected val_total
baseline,57492,57492,88.06666666666666,0.17436997286478678,87.08,0.18666470336914062,"[32, 32, 32, 32]",0.0,val_total,188,0.3642751524845759
