epoch,action,delta_grow,delta_prune,L_before,hidden_sizes
2,prune,0.21611738204956055,0.21663802862167358,-0.991530817747116,"[61, 61, 61, 61]"
4,prune,0.017700278759002708,0.04767194390296936,-0.6635715961456299,"[58, 58, 58, 58]"
6,prune,-0.011202955245971591,0.0368889719247818,-0.5801925241947175,"[56, 56, 56, 56]"
8,prune,0.03630078732967379,0.03719322979450235,-0.5686294466257096,"[54, 54, 54, 54]"
10,prune,0.002488359808921814,0.011807882785797086,-0.5032439053058624,"[52, 52, 52, 52]"
12,prune,-0.017469251155853294,0.0009424656629562489,-0.4727751314640045,"[50, 50, 50, 50]"
14,grow,0.024426883459091164,0.01517473757266996,-0.4876934319734573,"[60, 50, 50, 50]"
16,none,-2.0265579220302143e-07,-0.022345748543739274,-0.4567203611135483,"[60, 50, 50, 50]"
18,prune,-0.009823369979858387,0.010032519698143005,-0.45091392993927004,"[57, 48, 48, 48]"
20,prune,0.001627558469772361,0.005909088253974959,-0.4679172277450562,"[55, 46, 46, 46]"
22,grow,0.006482988595962524,-0.007121634483337358,-0.437419468164444,"[55, 46, 56, 46]"
24,prune,0.004666882753372181,0.012051534652709972,-0.4434061050415039,"[53, 44, 54, 44]"
26,prune,-0.002650070190429732,0.0008243262767791415,-0.4310497999191284,"[51, 42, 52, 42]"
28,none,-0.025904881954193104,-0.02092399597167971,-0.4038891226053238,"[51, 42, 52, 42]"
30,prune,-0.007453396916389465,0.005732265114784252,-0.4221308618783951,"[49, 40, 50, 40]"
32,prune,0.021482804417610135,0.024116235971450795,-0.42981510162353515,"[47, 38, 48, 38]"
34,prune,-0.0023215770721435325,0.0019695937633514293,-0.4072543531656265,"[45, 37, 46, 37]"
36,none,-0.002870154380798351,-0.00990975499153135,-0.39713984727859497,"[45, 37, 46, 37]"
38,prune,-0.02923474311828611,0.003883576393127419,-0.4064539670944214,"[43, 36, 44, 36]"
40,none,-0.00378340482711792,-0.02040054202079772,-0.39207598865032195,"[43, 36, 44, 36]"
42,none,-0.00525146126747128,-0.014604666829109159,-0.3957709908485413,"[43, 36, 44, 36]"
44,prune,-0.005704802274703991,0.006743907928466797,-0.4012230098247528,"[41, 35, 42, 35]"
46,none,-0.017607262730598483,-0.018964239954948447,-0.3844883799552917,"[41, 35, 42, 35]"
48,prune,0.006831890344619729,0.013914135098457292,-0.4010178059339523,"[39, 34, 40, 34]"
51,grow,0.0027150630950927845,-0.008133637905120839,-0.390291365981102,"[47, 34, 40, 34]"
54,prune,-0.006024995446205161,0.003416883945465077,-0.39049904644489286,"[45, 33, 38, 33]"
57,prune,0.0024730980396270863,0.010418146848678589,-0.38725765347480773,"[43, 32, 37, 32]"
60,prune,-0.0025880306959152333,0.009346762299537625,-0.386077407002449,"[41, 31, 36, 31]"
63,prune,-0.012164247035980236,0.003512948751449585,-0.38169709146022796,"[39, 30, 35, 30]"
66,none,-0.008338785171508767,-0.010507151484489441,-0.37350279092788696,"[39, 30, 35, 30]"
69,none,-0.0035381436347961537,-0.00772625207901001,-0.3656130492687225,"[39, 30, 35, 30]"
73,none,-0.0030127406120300515,-0.011819201707839955,-0.3616451770067215,"[39, 30, 35, 30]"
77,grow,0.005820965766906772,-0.005000784993171692,-0.36806348860263827,"[39, 30, 35, 36]"
81,prune,-0.009147727489471458,0.0075954765081405196,-0.37075448632240293,"[38, 29, 34, 35]"
85,prune,-0.00161052346229551,0.005163070559501659,-0.3827390044927597,"[37, 28, 33, 34]"
90,none,-0.014729264378547657,-0.021021071076393116,-0.37070925533771515,"[37, 28, 33, 34]"
95,none,-0.007818308472633373,-0.004633706808090221,-0.3657307654619217,"[37, 28, 33, 34]"
101,grow,0.006804731488227855,0.005679666996002197,-0.3756146550178528,"[45, 28, 33, 34]"
107,prune,-0.0026241153478622214,0.009654107689857472,-0.3875082701444626,"[43, 27, 32, 33]"
114,prune,0.0007500588893890603,0.015799811482429482,-0.38289469480514526,"[41, 26, 31, 32]"
121,none,-0.012016153335571322,-0.005002784729003951,-0.3698112279176712,"[41, 26, 31, 32]"
129,none,-0.022324252128601063,-0.004768481850624062,-0.36732002794742585,"[41, 26, 31, 32]"
138,grow,0.022623780369758595,0.015423446893692017,-0.39889665246009826,"[41, 26, 31, 39]"
148,prune,-0.006395930051803611,0.0048607587814331055,-0.3763267308473587,"[39, 25, 30, 38]"
159,prune,-0.020585170388221774,0.00016378164291380726,-0.3809192210435867,"[38, 24, 29, 37]"
172,prune,-0.0012491583824157382,0.006354638934135459,-0.38583063781261445,"[37, 23, 28, 36]"
187,grow,0.008054617047309864,0.000562456250190746,-0.3882722854614258,"[45, 23, 28, 36]"
