Model,Parameters,Trainable Params,Best Val Acc,Best Val Brier,Test Acc,Test Brier,Hidden Sizes,Lambda Penalty,Selected checkpoint metric,Selected epoch,Selected val_total
plasticity,50012,50012,88.575,0.17048663965861002,87.09,0.18707137298583984,"[30, 18, 18, 16]",1e-08,val_total,137,0.355387511352698
