epoch,action,delta_grow,delta_prune,L_before,L_after_none,hidden_sizes
2,prune,-0.10664609670639047,0.14331183433532724,-1.807487463951111,-1.640722393989563,"[231, 231, 231, 231]"
4,prune,-0.10212371349334703,0.11624163389205933,-1.4167364358901977,-1.3765672326087952,"[208, 208, 208, 208]"
6,prune,-0.11682147979736346,0.06831843852996822,-1.2184513926506042,-1.1875678539276122,"[188, 188, 188, 188]"
8,prune,-0.1172854661941527,0.053608208894729614,-1.0686354517936707,-1.0667464017868042,"[170, 170, 170, 170]"
10,prune,-0.07715032696723934,0.06034005284309385,-1.0065734028816222,-0.975118738412857,"[153, 153, 153, 153]"
12,prune,-0.07076266407966614,0.053717386722564764,-0.8838746190071106,-0.8810982048511505,"[138, 138, 138, 138]"
14,prune,-0.058740597963333085,0.058381950855255105,-0.8119471848011017,-0.8202932119369507,"[125, 125, 125, 125]"
16,prune,-0.08166034221649165,0.025774198770523116,-0.7773613035678864,-0.7504467666149139,"[113, 113, 113, 113]"
18,prune,-0.05742312669754024,0.0064362108707428645,-0.6957535564899444,-0.6993344366550446,"[102, 102, 102, 102]"
20,prune,-0.043790686130523726,0.024734640121459872,-0.6770295083522797,-0.6523865580558776,"[92, 92, 92, 92]"
22,prune,-0.046752375364303544,0.03078953623771674,-0.6249840915203094,-0.6195234894752503,"[83, 83, 83, 83]"
24,prune,-0.0665341317653656,0.0002058863639832209,-0.5913718402385711,-0.5791233718395233,"[75, 75, 75, 75]"
26,prune,-0.023465764522552446,0.016806095838546753,-0.5678818345069885,-0.5647283971309662,"[68, 68, 68, 68]"
28,none,-0.018518501520156883,-0.007486617565155007,-0.5522834956645966,-0.5605988442897797,"[68, 68, 68, 68]"
30,prune,-0.03621599674224851,0.004716300964355491,-0.5345933556556701,-0.5382430791854859,"[62, 62, 62, 62]"
32,prune,-0.02239327430725102,0.014643281698226929,-0.5237781584262848,-0.5254700243473053,"[56, 56, 56, 56]"
34,none,-0.020788192749023438,-0.010882425308227472,-0.5223844051361084,-0.5073403000831604,"[56, 56, 56, 56]"
36,prune,-0.0013706624507904275,0.021922117471694924,-0.5103238999843598,-0.524569821357727,"[51, 51, 51, 51]"
38,prune,-0.027591899037361145,0.003017190098762501,-0.4871538907289505,-0.49256567656993866,"[46, 46, 46, 46]"
40,none,-0.011949068307876565,-0.016472452878951993,-0.48361550867557523,-0.4750072151422501,"[46, 46, 46, 46]"
42,prune,-0.02401002347469333,0.005132728815078702,-0.4813381046056747,-0.48757463991641997,"[42, 42, 42, 42]"
44,prune,-0.02691037952899933,0.011563840508460987,-0.46926761865615846,-0.47632440030574796,"[38, 38, 38, 38]"
46,none,-0.009594452381134044,-0.005659329891204823,-0.4668428421020508,-0.46213167905807495,"[38, 38, 38, 38]"
