epoch,action,delta_grow,delta_prune,L_before,L_after_none,hidden_sizes
2,prune,-0.14880858659744267,0.0034090280532836914,-1.4527498960494996,-1.2907958269119262,"[116, 116, 116, 116]"
4,prune,-0.07217811346054082,0.0869361281394958,-1.1609104990959167,-1.147847545146942,"[105, 105, 105, 105]"
6,prune,-0.0623329699039461,0.09037989377975453,-1.0172713339328765,-1.0342098414897918,"[95, 95, 95, 95]"
8,prune,-0.08457618951797485,0.02821066975593567,-0.9108402788639068,-0.9069188892841339,"[86, 86, 86, 86]"
10,prune,-0.0781130969524384,0.03918116092681878,-0.8476343333721161,-0.8323441505432129,"[78, 78, 78, 78]"
12,prune,-0.08254184722900393,0.03454000949859626,-0.8009172141551971,-0.7756555318832398,"[71, 71, 71, 71]"
14,prune,-0.06190062165260324,0.03510752320289612,-0.7293498516082764,-0.7359361171722412,"[64, 64, 64, 64]"
16,prune,-0.055413609743118264,0.03526080250740049,-0.696732473373413,-0.6942833006381989,"[58, 58, 58, 58]"
18,prune,-0.04959998726844794,0.018142116069793657,-0.6675642788410187,-0.6447171926498413,"[53, 53, 53, 53]"
20,prune,-0.05177750587463381,0.013651281595230103,-0.6447138369083405,-0.616581380367279,"[48, 48, 48, 48]"
22,prune,-0.02959359288215646,0.021946823596954323,-0.5925919532775878,-0.6063665270805358,"[44, 44, 44, 44]"
24,prune,-0.026661437749862626,0.005184698104858443,-0.595427805185318,-0.5728215217590332,"[40, 40, 40, 40]"
26,none,-0.038643944263458296,-0.003949648141861051,-0.5537994623184204,-0.5470786213874816,"[40, 40, 40, 40]"
28,none,-0.04723579883575435,-0.01560625433921814,-0.5600858211517334,-0.5513028502464294,"[40, 40, 40, 40]"
30,prune,-0.023850065469741777,0.013162410259246804,-0.5488434076309204,-0.5691643357276917,"[36, 36, 36, 36]"
32,none,-0.027517351508140497,-0.017444333434104897,-0.5401833713054657,-0.5309388965368271,"[36, 36, 36, 36]"
34,none,-0.05052952468395233,-0.012789911031723,-0.5590529084205628,-0.5173243433237076,"[36, 36, 36, 36]"
36,prune,-0.028512042760848955,0.01753537058830268,-0.523190513253212,-0.5426088750362397,"[33, 33, 33, 33]"
38,none,-0.03432400822639459,-0.025441026687622048,-0.5237543523311615,-0.5083759367465973,"[33, 33, 33, 33]"
40,none,-0.02605493962764749,-0.006216317415237427,-0.5096256583929062,-0.5108559250831604,"[33, 33, 33, 33]"
42,none,-0.021702706813812256,-0.0033000379800796065,-0.5191887140274047,-0.5122426182031632,"[33, 33, 33, 33]"
44,none,-0.0010029524564743042,-0.000456216931343123,-0.5174479097127914,-0.5331545382738113,"[33, 33, 33, 33]"
46,prune,-0.019764670729637168,0.00251653790473938,-0.5059339821338653,-0.5114263713359832,"[30, 30, 30, 30]"
48,none,-0.02264190316200254,-0.01277102530002594,-0.49454647302627563,-0.4923247694969177,"[30, 30, 30, 30]"
51,none,-0.020789599418640115,-0.016080716252326988,-0.49653265476226804,-0.49522364139556885,"[30, 30, 30, 30]"
54,prune,-0.02492629289627074,0.0022697985172271395,-0.5099219501018524,-0.49088122248649596,"[27, 27, 27, 27]"
