epoch,action,delta_grow,delta_prune,L_before,L_after_none,hidden_sizes
2,prune,-0.22266049385070774,0.3005672216415407,-2.5514208316802978,-2.4356529235839846,"[231, 231, 231, 231]"
4,prune,-0.2535629391670229,0.23046375513076778,-2.0739614725112916,-2.046543800830841,"[208, 208, 208, 208]"
6,prune,-0.16114431619644165,0.22498717308044447,-1.7919480800628662,-1.828316617012024,"[188, 188, 188, 188]"
8,prune,-0.1589929461479187,0.13208943605422974,-1.605202865600586,-1.5791212797164917,"[170, 170, 170, 170]"
10,prune,-0.16356886625289935,0.12913812398910518,-1.4063170075416564,-1.3935105443000793,"[153, 153, 153, 153]"
12,prune,-0.1308236479759215,0.10850591659545894,-1.257394278049469,-1.2568469524383545,"[138, 138, 138, 138]"
14,prune,-0.11822813749313354,0.09723833799362191,-1.1606770396232604,-1.1387697815895081,"[125, 125, 125, 125]"
16,prune,-0.09334154129028338,0.08114117383956898,-1.048582136631012,-1.0252897977828979,"[113, 113, 113, 113]"
18,prune,-0.09294686317443845,0.08591194748878472,-0.9462085247039795,-0.9517407774925232,"[102, 102, 102, 102]"
20,prune,-0.048659402132034235,0.09742106795310979,-0.8943999707698822,-0.9194836854934693,"[92, 92, 92, 92]"
22,prune,-0.07469378709793084,0.043262523412704534,-0.8089440286159515,-0.8128253400325776,"[83, 83, 83, 83]"
24,prune,-0.04591858983039865,0.07936969995498655,-0.7491708219051361,-0.7754057765007019,"[75, 75, 75, 75]"
26,prune,-0.05708118081092839,0.01846987009048462,-0.7177462816238404,-0.7113595128059387,"[68, 68, 68, 68]"
28,prune,-0.06169006824493417,0.026876670122146562,-0.6702239155769348,-0.662080180644989,"[62, 62, 62, 62]"
30,prune,-0.042858070135116555,0.022545725107192993,-0.6349645733833313,-0.6496835350990295,"[56, 56, 56, 56]"
32,prune,-0.0483433961868287,0.020857965946197488,-0.6312001347541809,-0.6237765669822692,"[51, 51, 51, 51]"
34,prune,-0.03455773591995248,0.009238165616989091,-0.5860628485679626,-0.5820517063140869,"[46, 46, 46, 46]"
36,prune,-0.03887683153152466,0.011148381233215376,-0.5696763336658478,-0.5636304318904877,"[42, 42, 42, 42]"
38,prune,-0.044181054830551236,0.002490431070327759,-0.5589698851108551,-0.5426364660263061,"[38, 38, 38, 38]"
40,prune,-0.022829997539520308,0.008900159597396762,-0.5331999003887177,-0.5416538834571838,"[35, 35, 35, 35]"
42,prune,-0.03382646143436441,0.003802073001861528,-0.5427503615617753,-0.5248547464609146,"[32, 32, 32, 32]"
44,prune,-0.03332906067371377,0.007630786299705483,-0.512353140115738,-0.5231461495161056,"[29, 29, 29, 29]"
46,none,-0.032035133242607094,-0.0094413161277771,-0.5109554827213287,-0.5026071548461915,"[29, 29, 29, 29]"
48,prune,-0.010763493180274919,0.002613103389739968,-0.5107701063156128,-0.5096397936344147,"[27, 27, 27, 27]"
51,none,-0.013661023974418707,-0.014083573222160362,-0.4908899307250977,-0.4961590826511383,"[27, 27, 27, 27]"
54,prune,-0.02818695008754729,0.001997566223144509,-0.49591330587863924,-0.49849510490894317,"[25, 25, 25, 25]"
57,none,-0.019007262587547258,-0.013627737760543823,-0.4939597874879837,-0.48300387859344485,"[25, 25, 25, 25]"
60,none,-0.02156477272510532,-0.033328616619110074,-0.48873022198677063,-0.47967680990695954,"[25, 25, 25, 25]"
63,none,-0.036487552523612965,-0.013318046927452087,-0.4833149701356888,-0.4667435258626938,"[25, 25, 25, 25]"
66,none,-0.00950044095516206,-0.017447578907012984,-0.4636273294687271,-0.46536327004432676,"[25, 25, 25, 25]"
69,none,-0.029644381999969438,-0.02592796981334683,-0.4618815749883652,-0.4549861937761307,"[25, 25, 25, 25]"
73,none,-0.02475057542324066,-0.008389973640441917,-0.46901689767837523,-0.4597619503736496,"[25, 25, 25, 25]"
77,none,-0.03716435730457307,-0.01755356788635254,-0.46650885343551635,-0.4579560816287994,"[25, 25, 25, 25]"
81,prune,-0.016337415575981118,0.002728897333145186,-0.46736107766628265,-0.4726504921913147,"[23, 23, 23, 23]"
85,none,-0.010099780559539806,-0.0066114246845245805,-0.4504011899232864,-0.461010804772377,"[23, 23, 23, 23]"
90,none,-0.013596555590629555,-0.016989281773567178,-0.4527795374393463,-0.4544100552797318,"[23, 23, 23, 23]"
